"ensembl_gene_id" "external_gene_name" "chromosome_name" "start_position" "end_position" "description"
"ENSXETG00000012198" "nid2" "Chr8" 95775806 95821585 "nidogen 2 [Source:Xenbase;Acc:XB-GENE-967329]"
"ENSXETG00000003378" "tafazzin" "Chr8" 105186 118759 "tafazzin, phospholipid-lysophospholipid transacylase [Source:Xenbase;Acc:XB-GENE-1010195]"
"ENSXETG00000002822" "arhgap11a.2" "Chr8" 80265807 80281828 "Rho GTPase activating protein 11A, 2 [Source:Xenbase;Acc:XB-GENE-5843957]"
"ENSXETG00000032779" "" "Chr5" 112743999 112768915 ""
"ENSXETG00000024989" "cxcr3" "Chr7" 109521561 109523329 "chemokine (C-X-C motif) receptor 3 [Source:Xenbase;Acc:XB-GENE-5819824]"
"ENSXETG00000000673" "gata4" "Chr5" 150615745 150641634 "GATA binding protein 4 [Source:Xenbase;Acc:XB-GENE-487458]"
"ENSXETG00000043826" "t2r32" "Chr9" 11969829 11970833 "bitter taste receptor 32 [Source:NCBI gene (formerly Entrezgene);Acc:100335081]"
"ENSXETG00000043742" "" "Chr9" 28349199 28517228 ""
"ENSXETG00000020201" "cntnap1" "Chr10" 22276286 22338811 "contactin associated protein 1 [Source:Xenbase;Acc:XB-GENE-963972]"
"ENSXETG00000047032" "gcsh" "Chr4" 52714026 52725589 "glycine cleavage system protein H (aminomethyl carrier) [Source:Xenbase;Acc:XB-GENE-956061]"
"ENSXETG00000022675" "dop1a" "Chr5" 88494422 88543827 "DOP1 leucine zipper like protein A [Source:Xenbase;Acc:XB-GENE-1006503]"
"ENSXETG00000041112" "" "Chr10" 6631653 6634475 ""
"ENSXETG00000017916" "galnt16" "Chr8" 109760254 109811594 "polypeptide N-acetylgalactosaminyltransferase 16 [Source:Xenbase;Acc:XB-GENE-986567]"
"ENSXETG00000042938" "ccdc167" "Chr5" 3881204 3888633 "coiled-coil domain containing 167 [Source:NCBI gene (formerly Entrezgene);Acc:100125155]"
"ENSXETG00000012743" "rcor1" "Chr8" 97696970 97730415 "REST corepressor 1 [Source:Xenbase;Acc:XB-GENE-5727159]"
"ENSXETG00000018261" "qpctl" "Chr8" 70410342 70415224 "glutaminyl-peptide cyclotransferase-like [Source:Xenbase;Acc:XB-GENE-940804]"
"ENSXETG00000047659" "t2r30" "Chr9" 11974463 11975461 "bitter taste receptor 30 [Source:NCBI gene (formerly Entrezgene);Acc:100335079]"
"ENSXETG00000046902" "" "Chr9" 3940520 3968326 ""
"ENSXETG00000015152" "IKZF3" "Chr10" 9625911 9684302 "IKAROS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13178]"
"ENSXETG00000042953" "dtx3l" "Chr9" 90205125 90214750 "deltex E3 ubiquitin ligase 3L [Source:Xenbase;Acc:XB-GENE-22251724]"
"ENSXETG00000040480" "" "Chr8" 140235728 140238133 ""
"ENSXETG00000045755" "XB5722382 [provisional]" "Chr8" 10548732 10559881 "uncharacterized XB5722382 [Source:Xenbase;Acc:XB-GENE-5722383]"
"ENSXETG00000039682" "upk2" "Chr7" 80929580 80956500 "uroplakin 2 [Source:Xenbase;Acc:XB-GENE-852787]"
"ENSXETG00000000199" "" "Chr7" 109540334 109548543 ""
"ENSXETG00000016570" "tap2" "Sca11" 8263 26779 "transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:Xenbase;Acc:XB-GENE-481680]"
"ENSXETG00000015833" "trip11" "Chr8" 87188199 87298844 "thyroid hormone receptor interactor 11 [Source:Xenbase;Acc:XB-GENE-5935911]"
"ENSXETG00000001143" "snrnp25" "Chr9" 40317123 40346611 "small nuclear ribonucleoprotein, U11/U12 25kDa subunit [Source:Xenbase;Acc:XB-GENE-991381]"
"ENSXETG00000044680" "" "Chr8" 5012871 5043009 ""
"ENSXETG00000042270" "" "Chr6" 91365608 91390508 ""
"ENSXETG00000040921" "" "Chr5" 150753974 150756013 ""
"ENSXETG00000038829" "nfkbil1" "Chr8" 74533177 74539989 "NFKB inhibitor like 1 [Source:Xenbase;Acc:XB-GENE-493351]"
"ENSXETG00000049466" "dlx1" "Chr9" 67465409 67470344 "distal-less homeobox 1 [Source:Xenbase;Acc:XB-GENE-876850]"
"ENSXETG00000040653" "" "Chr9" 7512249 7518463 ""
"ENSXETG00000031461" "t2r36" "Chr9" 11978177 11979121 "bitter taste receptor 36 [Source:NCBI gene (formerly Entrezgene);Acc:100335085]"
"ENSXETG00000003377" "atp6ap1.2" "Chr8" 123328 140742 "ATPase, H+ transporting, lysosomal accessory protein 1, 2 [Source:Xenbase;Acc:XB-GENE-997187]"
"ENSXETG00000020052" "tefm" "Chr10" 51940516 51944650 "transcription elongation factor, mitochondrial [Source:Xenbase;Acc:XB-GENE-997448]"
"ENSXETG00000015441" "hivep1" "Chr6" 91067365 91206762 "HIVEP zinc finger 1 [Source:Xenbase;Acc:XB-GENE-479002]"
"ENSXETG00000042057" "KCNK17" "Chr5" 3882693 3895220 "potassium two pore domain channel subfamily K member 17 [Source:HGNC Symbol;Acc:HGNC:14465]"
"ENSXETG00000016938" "mnat1" "Chr8" 102264810 102339453 "MNAT1, CDK activating kinase assembly factor [Source:Xenbase;Acc:XB-GENE-876260]"
"ENSXETG00000040368" "znf208" "Chr9" 5307054 5341870 "zinc finger protein 208 [Source:Xenbase;Acc:XB-GENE-6044719]"
"ENSXETG00000034974" "XB5887600 [provisional:cry1]" "Chr4" 52721475 52739198 "provisional ortholog of cryptochrome circadian regulator 1 [Source:Xenbase;Acc:XB-GENE-5887601]"
"ENSXETG00000012431" "cog7" "Chr9" 22677492 22703486 "component of oligomeric golgi complex 7 [Source:Xenbase;Acc:XB-GENE-970837]"
"ENSXETG00000047788" "fbxo46" "Chr8" 70422140 70430254 "F-box protein 46 [Source:Xenbase;Acc:XB-GENE-5848527]"
"ENSXETG00000048391" "" "Chr8" 5020652 5023177 ""
"ENSXETG00000007193" "ccdc22" "Chr8" 25924820 25942355 "coiled-coil domain containing 22 [Source:Xenbase;Acc:XB-GENE-979496]"
"ENSXETG00000043119" "" "Chr10" 2425237 2426388 ""
"ENSXETG00000041727" "t2r17" "Chr9" 11991436 11992326 "bitter taste receptor 17 [Source:NCBI gene (formerly Entrezgene);Acc:100335069]"
"ENSXETG00000030442" "ghdc" "Chr10" 6636712 6652848 "GH3 domain containing [Source:Xenbase;Acc:XB-GENE-996575]"
"ENSXETG00000015149" "" "Chr10" 9692854 9709328 ""
"ENSXETG00000021626" "blk" "Chr5" 150766589 150793273 "BLK proto-onco, Src family tyrosine kinase [Source:Xenbase;Acc:XB-GENE-13579897]"
"ENSXETG00000012109" "aar2" "Chr10" 39751868 39761899 "AAR2 splicing factor [Source:Xenbase;Acc:XB-GENE-941842]"
"ENSXETG00000046617" "" "Chr8" 11159302 11160431 ""
"ENSXETG00000006835" "lrrc59" "Chr10" 43885465 43894215 "leucine rich repeat containing 59 [Source:Xenbase;Acc:XB-GENE-963187]"
"ENSXETG00000033239" "trap1" "Chr9" 20655986 20672447 "TNF receptor-associated protein 1 [Source:Xenbase;Acc:XB-GENE-999249]"
"ENSXETG00000006919" "cps1" "Chr9" 56844444 56902234 "carbamoyl-phosphate synthase 1 [Source:Xenbase;Acc:XB-GENE-1010206]"
"ENSXETG00000014203" "sec31b" "Chr7" 42555238 42613688 "NADH:ubiquinone oxidoreductase subunit B8 [Source:Xenbase;Acc:XB-GENE-962918]"
"ENSXETG00000004205" "ywhah" "Chr1" 152234294 152236570 "tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:Xenbase;Acc:XB-GENE-949031]"
"ENSXETG00000000204" "syt3" "Chr7" 109686256 109819987 "synaptotagmin 3 [Source:Xenbase;Acc:XB-GENE-956378]"
"ENSXETG00000007535" "hat1" "Chr9" 67567232 67604153 "histone acetyltransferase 1 [Source:Xenbase;Acc:XB-GENE-952148]"
"ENSXETG00000022155" "aox1" "Chr9" 52927411 52974622 "aldehyde oxidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100495429]"
"ENSXETG00000043362" "t2r22" "Chr9" 11995137 11996027 "bitter taste receptor 22 [Source:NCBI gene (formerly Entrezgene);Acc:100335073]"
"ENSXETG00000025818" "atad5" "Chr10" 51946208 51969188 "ATPase family, AAA domain containing 5 [Source:Xenbase;Acc:XB-GENE-6257545]"
"ENSXETG00000003380" "" "Chr10" 18130316 18140668 ""
"ENSXETG00000007985" "" "Chr9" 90214734 90239923 ""
"ENSXETG00000001337" "nckap1" "Chr9" 61969407 62036226 "NCK-associated protein 1 [Source:Xenbase;Acc:XB-GENE-949166]"
"ENSXETG00000044836" "" "Chr8" 97713816 97715025 ""
"ENSXETG00000034968" "kcnk16" "Chr5" 3897246 3906502 "potassium channel, two pore domain subfamily K, member 16 [Source:Xenbase;Acc:XB-GENE-996240]"
"ENSXETG00000038442" "zfhx4" "Chr6" 122403362 122527752 "zinc finger homeobox 4 [Source:Xenbase;Acc:XB-GENE-957673]"
"ENSXETG00000006882" "adamts13" "Chr8" 5051511 5080374 "ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:Xenbase;Acc:XB-GENE-6038835]"
"ENSXETG00000034754" "tcfl5" "Chr10" 2446704 2448780 "transcription factor-like 5 (basic helix-loop-helix) [Source:Xenbase;Acc:XB-GENE-6458683]"
"ENSXETG00000020813" "" "Chr9" 4020075 4037243 ""
"ENSXETG00000047292" "" "Chr8" 74560863 74562305 ""
"ENSXETG00000008534" "t2r19" "Chr9" 12008788 12009672 "bitter taste receptor 19 [Source:NCBI gene (formerly Entrezgene);Acc:100335070]"
"ENSXETG00000010071" "cenatac" "Chr7" 80963740 80981585 "centrosomal AT-AC [Source:Xenbase;Acc:XB-GENE-923273]"
"ENSXETG00000021597" "gper1" "Chr9" 28384027 28395955 "G protein-coupled estrogen receptor 1 [Source:Xenbase;Acc:XB-GENE-1006475]"
"ENSXETG00000039126" "vps13d" "Chr7" 95802262 95964139 "vacuolar protein sorting 13 homolog D [Source:Xenbase;Acc:XB-GENE-923472]"
"ENSXETG00000012313" "atp9a" "Chr10" 35245543 35288783 "ATPase, class II, type 9A [Source:Xenbase;Acc:XB-GENE-942215]"
"ENSXETG00000018255" "gipr" "Chr8" 70452290 70496131 "gastric inhibitory polypeptide receptor [Source:Xenbase;Acc:XB-GENE-982062]"
"ENSXETG00000040800" "" "Chr8" 121166498 121189013 ""
"ENSXETG00000036413" "" "Chr5" 112772846 112814447 ""
"ENSXETG00000025515" "vamp3" "Chr7" 101174779 101203871 "vesicle associated membrane protein 3 [Source:Xenbase;Acc:XB-GENE-1014996]"
"ENSXETG00000046482" "t2r35" "Chr9" 12019742 12020656 "bitter taste receptor 35 [Source:NCBI gene (formerly Entrezgene);Acc:100335084]"
"ENSXETG00000048004" "" "Chr6" 47481826 47484083 ""
"ENSXETG00000003376" "gdi1" "Chr8" 143621 159797 "GDP dissociation inhibitor 1 [Source:Xenbase;Acc:XB-GENE-5907771]"
"ENSXETG00000043723" "fcrl4" "Chr8" 140327685 141309318 "Fc receptor-like 4 [Source:Xenbase;Acc:XB-GENE-5897232]"
"ENSXETG00000012848" "fnbp1" "Chr8" 22455259 22558602 "formin binding protein 1 [Source:Xenbase;Acc:XB-GENE-1003118]"
"ENSXETG00000014075" "XB5897337 [provisional]" "Chr5" 77791493 77799450 "uncharacterized XB5897337 [Source:Xenbase;Acc:XB-GENE-5897338]"
"ENSXETG00000003418" "nlk.2" "Chr7" 32663786 32692998 "nemo-like kinase, 2 [Source:Xenbase;Acc:XB-GENE-1218923]"
"ENSXETG00000044606" "" "Chr10" 22280536 22314475 ""
"ENSXETG00000030326" "ly75" "Chr9" 72955064 73002696 "lymphocyte antigen 75 [Source:Xenbase;Acc:XB-GENE-983085]"
"ENSXETG00000016941" "six4" "Chr8" 102349020 102364560 "SIX homeobox 4 [Source:Xenbase;Acc:XB-GENE-481699]"
"ENSXETG00000041424" "bmerb1l" "Chr10" 49671022 49682652 "bMERB domain containing 1-like [Source:Xenbase;Acc:XB-GENE-5934805]"
"ENSXETG00000043623" "" "Chr9" 28410463 28421868 ""
"ENSXETG00000014149" "hectd1" "Chr8" 113242847 113290377 "HECT domain containing E3 ubiquitin protein ligase 1 [Source:Xenbase;Acc:XB-GENE-1010869]"
"ENSXETG00000043263" "" "Chr9" 12031354 12032226 ""
"ENSXETG00000049468" "" "Chr6" 94112549 94117155 ""
"ENSXETG00000045554" "col9a3" "Chr10" 2450642 2490253 "collagen, type IX, alpha 3 [Source:Xenbase;Acc:XB-GENE-997413]"
"ENSXETG00000000185" "cdk10" "Chr4" 52742105 52790045 "cyclin-dependent kinase 10 [Source:Xenbase;Acc:XB-GENE-5727031]"
"ENSXETG00000048431" "" "Chr7" 119089109 119139004 ""
"ENSXETG00000016577" "tap1" "Sca11" 26641 46115 "transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:Xenbase;Acc:XB-GENE-486762]"
"ENSXETG00000012746" "traf3" "Chr8" 97764232 97838894 "TNF receptor associated factor 3 [Source:Xenbase;Acc:XB-GENE-968262]"
"ENSXETG00000020053" "crlf3" "Chr10" 51980164 51991762 "cytokine receptor-like factor 3 [Source:Xenbase;Acc:XB-GENE-997453]"
"ENSXETG00000022857" "" "Chr5" 112807972 112853229 ""
"ENSXETG00000033264" "" "Chr9" 5345369 5356731 ""
"ENSXETG00000042706" "" "Chr9" 4020228 4051448 ""
"ENSXETG00000048167" "ssna1" "Chr8" 1706075 1711962 "Sjogren syndrome nuclear autoantigen 1 [Source:Xenbase;Acc:XB-GENE-491875]"
"ENSXETG00000045983" "t2r29" "Chr9" 12033009 12033881 "bitter taste receptor 29 [Source:NCBI gene (formerly Entrezgene);Acc:100335078]"
"ENSXETG00000041258" "knl1" "Chr8" 114988424 115024833 "kinetochore scaffold 1 [Source:Xenbase;Acc:XB-GENE-6052258]"
"ENSXETG00000002509" "gpank1" "Chr8" 74606507 74610709 "G-patch domain and ankyrin repeats 1 [Source:Xenbase;Acc:XB-GENE-481266]"
"ENSXETG00000033612" "" "Chr10" 6652492 6727845 ""
"ENSXETG00000048575" "" "Chr10" 22312810 22350917 ""
"ENSXETG00000025667" "hbg1" "Chr9" 40340829 40689423 "hemoglobin subunit gamma 1 [Source:Xenbase;Acc:XB-GENE-5912896]"
"ENSXETG00000045730" "gpr75" "Chr5" 23621013 23628002 "G protein-coupled receptor 75 [Source:Xenbase;Acc:XB-GENE-967395]"
"ENSXETG00000004751" "" "Chr7" 94701723 94717130 ""
"ENSXETG00000048720" "" "Chr8" 121191783 121204703 ""
"ENSXETG00000011962" "dact1" "Chr8" 103318607 103329631 "dishevelled-binding antagonist of beta-catenin 1 [Source:Xenbase;Acc:XB-GENE-478639]"
"ENSXETG00000036169" "smg1" "Chr9" 32501176 32587565 "SMG1 phosphatidylinositol 3-kinase-related kinase [Source:Xenbase;Acc:XB-GENE-489705]"
"ENSXETG00000015151" "grb7" "Chr10" 9703804 9772217 "growth factor receptor bound protein 7 [Source:Xenbase;Acc:XB-GENE-855910]"
"ENSXETG00000041413" "t2r50" "Chr9" 12036883 12037755 "bitter taste receptor 50 [Source:NCBI gene (formerly Entrezgene);Acc:100335097]"
"ENSXETG00000024452" "ccdc61" "Chr8" 71050697 71081976 "coiled-coil domain containing 61 [Source:Xenbase;Acc:XB-GENE-999507]"
"ENSXETG00000039457" "fam167a" "Chr5" 150808898 150838525 "family with sequence similarity 167 member A [Source:Xenbase;Acc:XB-GENE-951060]"
"ENSXETG00000039072" "gpr146" "Chr9" 28440465 28489472 "G protein-coupled receptor 146 [Source:Xenbase;Acc:XB-GENE-956306]"
"ENSXETG00000040689" "" "Chr6" 122481460 122482634 ""
"ENSXETG00000047685" "" "Chr6" 94171196 94174958 ""
"ENSXETG00000011518" "slc6a6" "Chr4" 132812024 132846019 "solute carrier family 6 member 6 [Source:Xenbase;Acc:XB-GENE-991256]"
"ENSXETG00000047935" "" "Chr9" 12040976 12041866 ""
"ENSXETG00000048309" "" "Chr9" 5361974 5368490 ""
"ENSXETG00000020728" "snx27" "Chr8" 144695292 144715742 "sorting nexin family member 27 [Source:Xenbase;Acc:XB-GENE-959088]"
"ENSXETG00000048884" "CACFD1" "Chr8" 5080617 5096674 "calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]"
"ENSXETG00000042388" "" "Chr9" 56934519 57037515 ""
"ENSXETG00000026415" "rps25" "Chr7" 80992862 80996863 "ribosomal protein S25 [Source:Xenbase;Acc:XB-GENE-921807]"
"ENSXETG00000031498" "foxp3" "Chr8" 25943192 25979199 "forkhead box P3 [Source:Xenbase;Acc:XB-GENE-6460076]"
"ENSXETG00000040727" "lrfn4" "Chr4" 39806631 39823349 "leucine rich repeat and fibronectin type III domain containing 4 [Source:Xenbase;Acc:XB-GENE-6465078]"
"ENSXETG00000044566" "" "Sca12" 6228 11989 ""
"ENSXETG00000000682" "" "Chr5" 150876348 150884612 ""
"ENSXETG00000017165" "pex2" "Chr6" 122564501 122573037 "peroxisomal biosis factor 2 [Source:Xenbase;Acc:XB-GENE-1016618]"
"ENSXETG00000017914" "erh" "Chr8" 109822427 109828582 "ERH, mRNA splicing and mitosis factor [Source:Xenbase;Acc:XB-GENE-972541]"
"ENSXETG00000020206" "timp2" "Chr10" 22349815 22383796 "TIMP metallopeptidase inhibitor 2 [Source:Xenbase;Acc:XB-GENE-949671]"
"ENSXETG00000036867" "tprn" "Chr8" 1728532 1756270 "taperin [Source:Xenbase;Acc:XB-GENE-22069353]"
"ENSXETG00000043578" "" "Chr9" 4047057 4108787 ""
"ENSXETG00000027935" "csnk2b" "Chr8" 74726009 74750883 "casein kinase 2 beta [Source:Xenbase;Acc:XB-GENE-487924]"
"ENSXETG00000047923" "t2r43" "Chr9" 12044560 12045450 "bitter taste receptor 43 [Source:NCBI gene (formerly Entrezgene);Acc:100335090]"
"ENSXETG00000044542" "polr3k" "Chr9" 40342275 40356215 "polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa [Source:Xenbase;Acc:XB-GENE-5913354]"
"ENSXETG00000004851" "prkdc" "Chr6" 113154628 113238273 "protein kinase, DNA-activated, catalytic subunit [Source:Xenbase;Acc:XB-GENE-494614]"
"ENSXETG00000038552" "" "Chr10" 6669777 6671221 ""
"ENSXETG00000048261" "" "Chr10" 2475432 2477208 ""
"ENSXETG00000006267" "ralgds" "Chr8" 11203721 11320278 "ral guanine nucleotide dissociation stimulator [Source:Xenbase;Acc:XB-GENE-987988]"
"ENSXETG00000005028" "per3" "Chr7" 101226038 101247857 "period circadian regulator  3 [Source:Xenbase;Acc:XB-GENE-876840]"
"ENSXETG00000022875" "pdcd10" "Chr5" 112847482 112915379 "programmed cell death 10 [Source:Xenbase;Acc:XB-GENE-1010361]"
"ENSXETG00000007986" "faim" "Chr9" 90240728 90248492 "Fas apoptotic inhibitory molecule [Source:Xenbase;Acc:XB-GENE-975718]"
"ENSXETG00000035134" "" "Sca12" 15491 17671 ""
"ENSXETG00000008957" "cpped1" "Chr9" 34901978 34943729 "calcineurin-like phosphoesterase domain containing 1 [Source:Xenbase;Acc:XB-GENE-945403]"
"ENSXETG00000036377" "ANKRD66" "Chr5" 146919522 146933436 "ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:44669]"
"ENSXETG00000031522" "t2r37" "Chr9" 12057409 12058326 "bitter taste receptor 37 [Source:NCBI gene (formerly Entrezgene);Acc:100335086]"
"ENSXETG00000006884" "slc2a6" "Chr8" 5091880 5104556 "solute carrier family 2 (facilitated glucose transporter), member 6 [Source:Xenbase;Acc:XB-GENE-5944908]"
"ENSXETG00000031136" "tmem35a" "Chr8" 38542520 38548623 "transmembrane protein 35A [Source:Xenbase;Acc:XB-GENE-957194]"
"ENSXETG00000033686" "smco1" "Chr8" 116311129 116318621 "single-pass membrane protein with coiled-coil domains 1 [Source:Xenbase;Acc:XB-GENE-5804163]"
"ENSXETG00000043112" "hcrt" "Chr10" 6729416 6741752 "hypocretin (orexin) neuropeptide [Source:Xenbase;Acc:XB-GENE-996572]"
"ENSXETG00000020055" "suz12" "Chr10" 51994729 52016464 "SUZ12, polycomb repressive complex 2 subunit [Source:Xenbase;Acc:XB-GENE-997462]"
"ENSXETG00000045651" "" "Chr9" 40363515 40366518 ""
"ENSXETG00000014204" "hif1an" "Chr7" 42621304 42640286 "hypoxia inducible factor 1 subunit alpha inhibitor [Source:Xenbase;Acc:XB-GENE-966944]"
"ENSXETG00000042794" "tmem203" "Chr8" 1758239 1855133 "transmembrane protein 203 [Source:Xenbase;Acc:XB-GENE-6454036]"
"ENSXETG00000027422" "mrpl27" "Chr10" 43896005 43901357 "mitochondrial ribosomal protein L27 [Source:Xenbase;Acc:XB-GENE-993418]"
"ENSXETG00000033555" "t2r24" "Chr9" 12068135 12069016 "bitter taste receptor 24 [Source:NCBI gene (formerly Entrezgene);Acc:100335075]"
"ENSXETG00000000020" "mboat1" "Chr6" 94191168 94288211 "membrane bound O-acyltransferase domain containing 1 [Source:Xenbase;Acc:XB-GENE-994274]"
"ENSXETG00000040151" "slc5a1.1" "Chr1" 152258681 152316484 "solute carrier family 5 member 1, 1 [Source:Xenbase;Acc:XB-GENE-855699]"
"ENSXETG00000046641" "" "Sca12" 21912 45760 ""
"ENSXETG00000012751" "amn" "Chr8" 97851922 97891655 "amnion associated transmembrane protein [Source:Xenbase;Acc:XB-GENE-481898]"
"ENSXETG00000046767" "nlk.2" "Chr9" 5372058 5386292 "nemo-like kinase, 2 [Source:Xenbase;Acc:XB-GENE-1218923]"
"ENSXETG00000038083" "" "Chr10" 2494793 2517038 ""
"ENSXETG00000043009" "" "Chr10" 22355554 22384085 ""
"ENSXETG00000021932" "c18orf21" "Chr6" 66961015 66975066 ""
"ENSXETG00000025664" "hba1" "Chr9" 40366583 40368649 "hemoglobin subunit alpha 1 [Source:Xenbase;Acc:XB-GENE-478141]"
"ENSXETG00000036439" "TEDC1" "Chr8" 116320997 116357873 "tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]"
"ENSXETG00000032696" "t2r26" "Chr9" 12086073 12086963 "bitter taste receptor 26 [Source:NCBI gene (formerly Entrezgene);Acc:100335077]"
"ENSXETG00000047010" "gpr173" "Chr8" 25985492 26008422 "G protein-coupled receptor 173 [Source:Xenbase;Acc:XB-GENE-958790]"
"ENSXETG00000010072" "trappc4" "Chr7" 80996969 81007223 "trafficking protein particle complex subunit 4 [Source:Xenbase;Acc:XB-GENE-922036]"
"ENSXETG00000033204" "kcnh4" "Chr10" 6753008 6867371 "potassium channel, voltage gated eag related subfamily H, member 4 [Source:Xenbase;Acc:XB-GENE-1014062]"
"ENSXETG00000043721" "" "Sca12" 42400 48214 ""
"ENSXETG00000047521" "" "Chr8" 121219425 121226323 ""
"ENSXETG00000009650" "trmt2b" "Chr8" 38550926 38565861 "tRNA methyltransferase 2 homolog B [Source:Xenbase;Acc:XB-GENE-992779]"
"ENSXETG00000033140" "clptm1" "Chr8" 71095298 71117833 "cleft lip and palate associated transmembrane protein 1 [Source:Xenbase;Acc:XB-GENE-949804]"
"ENSXETG00000022677" "ube3d" "Chr5" 88549664 88633686 "ubiquitin protein ligase E3D [Source:Xenbase;Acc:XB-GENE-963103]"
"ENSXETG00000013436" "ybx1" "Chr7" 94731359 94811759 "Y-box binding protein 1 [Source:Xenbase;Acc:XB-GENE-480746]"
"ENSXETG00000040125" "kif6" "Chr5" 3908549 4007950 "kinesin family member 6 [Source:Xenbase;Acc:XB-GENE-1014042]"
"ENSXETG00000048290" "" "Chr8" 74786509 74834715 ""
"ENSXETG00000018242" "eml1" "Chr8" 70488870 70517105 "echinoderm microtubule associated protein like 1 [Source:Xenbase;Acc:XB-GENE-949779]"
"ENSXETG00000044031" "MYMK" "Chr8" 5173106 5200577 "myomaker, myoblast fusion factor [Source:HGNC Symbol;Acc:HGNC:33778]"
"ENSXETG00000013409" "chmp6" "Chr10" 26856686 26891235 "charged multivesicular body protein 6 [Source:Xenbase;Acc:XB-GENE-973527]"
"ENSXETG00000025663" "hba3" "Chr9" 40381287 40386009 "hemoglobin alpha 3 subunit [Source:Xenbase;Acc:XB-GENE-973870]"
"ENSXETG00000005408" "hs6st2" "Chr8" 67637165 67818294 "heparan sulfate 6-O-sulfotransferase 2 [Source:Xenbase;Acc:XB-GENE-6039291]"
"ENSXETG00000048866" "" "Chr7" 119139880 119185844 ""
"ENSXETG00000016439" "aph1a" "Chr8" 133399797 133406675 "aph-1 homolog A, gamma secretase subunit [Source:Xenbase;Acc:XB-GENE-921428]"
"ENSXETG00000045077" "t2r49" "Chr9" 12088763 12089647 "bitter taste receptor 49 [Source:NCBI gene (formerly Entrezgene);Acc:100335096]"
"ENSXETG00000047479" "gpr22l" "Chr4" 137169423 137333150 "G protein-coupled receptor 22 like [Source:Xenbase;Acc:XB-GENE-22064764]"
"ENSXETG00000042934" "" "Sca18" 7319 8688 ""
"ENSXETG00000020212" "cant1" "Chr10" 22394958 22402436 "calcium activated nucleotidase 1 [Source:Xenbase;Acc:XB-GENE-976387]"
"ENSXETG00000010319" "slx4" "Chr9" 20677341 20691668 "SLX4 structure-specific endonuclease subunit [Source:Xenbase;Acc:XB-GENE-981723]"
"ENSXETG00000038646" "ca6" "Chr7" 89634468 89695761 "carbonic anhydrase 6 [Source:Xenbase;Acc:XB-GENE-494019]"
"ENSXETG00000004603" "pla2g7" "Chr5" 146930694 146954902 "phospholipase A2 group VII [Source:Xenbase;Acc:XB-GENE-940049]"
"ENSXETG00000046203" "t2r48" "Chr9" 12091407 12092291 "bitter taste receptor 48 [Source:NCBI gene (formerly Entrezgene);Acc:100335095]"
"ENSXETG00000045200" "" "Chr9" 4050934 4111191 ""
"ENSXETG00000040418" "" "Chr8" 140664275 140781935 ""
"ENSXETG00000006110" "" "Chr10" 2521136 2524281 ""
"ENSXETG00000034784" "" "Chr5" 91528761 91531293 ""
"ENSXETG00000036204" "" "Chr4" 52768543 52810144 ""
"ENSXETG00000010902" "mreg" "Chr9" 58858223 58882833 "melanoregulin [Source:Xenbase;Acc:XB-GENE-5735017]"
"ENSXETG00000041948" "" "Chr10" 9730023 9731447 ""
"ENSXETG00000027567" "scnn1b" "Chr9" 22704642 22779138 "sodium channel, non voltage gated 1 beta subunit [Source:Xenbase;Acc:XB-GENE-949109]"
"ENSXETG00000021931" "rprd1a" "Chr6" 66979381 67027191 "regulation of nuclear pre-mRNA domain containing 1a [Source:Xenbase;Acc:XB-GENE-5808367]"
"ENSXETG00000005400" "gpc4" "Chr8" 67948538 68011430 "glypican 4 [Source:Xenbase;Acc:XB-GENE-976427]"
"ENSXETG00000030921" "kirrel1" "Chr8" 133419036 133594584 "kirre like nephrin family adhesion molecule 1 [Source:Xenbase;Acc:XB-GENE-483274]"
"ENSXETG00000002232" "cep170b" "Chr8" 99776126 99851202 "centrosomal protein 170B [Source:Xenbase;Acc:XB-GENE-5943417]"
"ENSXETG00000022866" "serpini1" "Chr5" 112853326 112896474 "serpin family I member 1 [Source:Xenbase;Acc:XB-GENE-948443]"
"ENSXETG00000005682" "npbwr2" "Chr6" 114674066 114676407 "neuropeptides B/W receptor 2 [Source:Xenbase;Acc:XB-GENE-6049691]"
"ENSXETG00000044338" "t2r21" "Chr9" 12094935 12095819 "bitter taste receptor 21 [Source:NCBI gene (formerly Entrezgene);Acc:100335072]"
"ENSXETG00000000887" "rraga" "Chr9" 10127336 10135257 "Ras-related GTP binding A [Source:Xenbase;Acc:XB-GENE-5756345]"
"ENSXETG00000047650" "" "Chr7" 119715691 119721650 ""
"ENSXETG00000022930" "ndor1" "Chr8" 1768704 1785409 "NADPH dependent diflavin oxidoreductase 1 [Source:Xenbase;Acc:XB-GENE-956252]"
